locus_tag	ftype	length_bp	gene	EC_number	COG	product
PROD_02767	CDS	897				hypothetical protein
PROD_02768	CDS	921	btuD_4	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PROD_02769	CDS	744	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
PROD_02770	CDS	1122	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
PROD_02771	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
PROD_02772	CDS	225				hypothetical protein
PROD_02773	CDS	849	pldA	3.1.1.32	COG2829	Phospholipase A1
PROD_02774	CDS	528				hypothetical protein
PROD_02775	CDS	2334	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
PROD_02776	CDS	1323	zraR_3		COG2204	Transcriptional regulatory protein ZraR
PROD_02777	CDS	423				hypothetical protein
PROD_02778	CDS	618				hypothetical protein
PROD_02779	CDS	2010				hypothetical protein
PROD_02780	CDS	1251				hypothetical protein
PROD_02781	CDS	369				hypothetical protein
PROD_02782	CDS	417				hypothetical protein
PROD_02783	CDS	1308				hypothetical protein
PROD_02784	CDS	972				hypothetical protein
PROD_02785	CDS	1242				hypothetical protein
PROD_02786	CDS	384				hypothetical protein
PROD_02787	CDS	1221	xerC_12			Tyrosine recombinase XerC
PROD_02788	CDS	126				hypothetical protein
PROD_02789	CDS	1422				hypothetical protein
PROD_02790	CDS	687				hypothetical protein
PROD_02791	CDS	531	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
PROD_02792	CDS	162	rubR2			Rubredoxin-2
PROD_02793	CDS	1062				hypothetical protein
PROD_02794	CDS	606				hypothetical protein
PROD_02795	CDS	1002	pdxB_2	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
PROD_02796	CDS	606	fkpA	5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
PROD_02797	CDS	876				hypothetical protein
PROD_02798	CDS	1011				hypothetical protein
PROD_02799	CDS	306				hypothetical protein
PROD_02800	CDS	456				hypothetical protein
PROD_02801	CDS	729				hypothetical protein
PROD_02802	CDS	768				hypothetical protein
PROD_02803	CDS	1218	fprA	1.-.-.-	COG0426	Nitric oxide reductase
PROD_02804	CDS	930	pfkB_2	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
PROD_02805	CDS	1284		3.4.24.-	COG0612	putative zinc protease
PROD_02806	CDS	1104	apbC		COG0489	Iron-sulfur cluster carrier protein
PROD_02807	CDS	1248				hypothetical protein
PROD_02808	CDS	1179				hypothetical protein
PROD_02809	CDS	999				hypothetical protein
PROD_02810	CDS	1518				hypothetical protein
PROD_02811	CDS	873				hypothetical protein
PROD_02812	CDS	771	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
PROD_02813	CDS	156				hypothetical protein
PROD_02814	CDS	672				hypothetical protein
PROD_02815	CDS	1275				hypothetical protein
PROD_02816	CDS	105				hypothetical protein
PROD_02817	CDS	93				hypothetical protein
PROD_02818	CDS	348				hypothetical protein
PROD_02819	CDS	252				hypothetical protein
PROD_02820	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PROD_02821	CDS	189	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PROD_02822	CDS	1323	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
PROD_02823	CDS	1434				hypothetical protein
PROD_02824	CDS	102				hypothetical protein
PROD_02825	CDS	1581				hypothetical protein
PROD_02826	CDS	837				hypothetical protein
PROD_02827	CDS	1344				hypothetical protein
PROD_02828	CDS	849				hypothetical protein
PROD_02829	CDS	120				hypothetical protein
PROD_02830	CDS	3321				hypothetical protein
PROD_02831	CDS	1629				hypothetical protein
PROD_02832	CDS	915				hypothetical protein
PROD_02833	CDS	1305				hypothetical protein
PROD_02834	CDS	1056				hypothetical protein
PROD_02835	CDS	1326				hypothetical protein
PROD_02836	CDS	111				hypothetical protein
PROD_02837	CDS	192				hypothetical protein
PROD_02838	CDS	522				hypothetical protein
PROD_02839	CDS	102				hypothetical protein
PROD_02840	CDS	3435				hypothetical protein
PROD_02841	CDS	1929				hypothetical protein
PROD_02842	CDS	96				hypothetical protein
PROD_02843	CDS	1935		3.2.1.131	COG3661	Extracellular xylan exo-alpha-(1->2)-glucuronosidase
PROD_02844	CDS	417				hypothetical protein
PROD_02845	CDS	6174				hypothetical protein
PROD_02846	CDS	408				hypothetical protein
PROD_02847	CDS	753	btsR_2		COG3279	Transcriptional regulatory protein BtsR
PROD_02848	CDS	2013				hypothetical protein
PROD_02849	CDS	1428	atsA	3.1.6.1	COG3119	Arylsulfatase
PROD_02850	CDS	588				hypothetical protein
PROD_02851	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
PROD_02852	CDS	3228				hypothetical protein
PROD_02853	CDS	1125				hypothetical protein
PROD_02854	CDS	1047	yhcG_4	3.1.-.-	COG4804	Putative nuclease YhcG
PROD_02855	CDS	1590				hypothetical protein
PROD_02856	CDS	312				hypothetical protein
PROD_02857	CDS	312				hypothetical protein
PROD_02858	CDS	888				hypothetical protein
PROD_02859	CDS	468				hypothetical protein
PROD_02860	CDS	405				hypothetical protein
PROD_02861	CDS	795				hypothetical protein
PROD_02862	CDS	588				hypothetical protein
PROD_02863	CDS	726				hypothetical protein
PROD_02864	CDS	393				hypothetical protein
PROD_02865	CDS	594				hypothetical protein
PROD_02866	CDS	378				hypothetical protein
PROD_02867	CDS	519				hypothetical protein
PROD_02868	CDS	462				hypothetical protein
PROD_02869	CDS	435				hypothetical protein
PROD_02870	CDS	510				hypothetical protein
PROD_02871	CDS	375				hypothetical protein
PROD_02872	CDS	867				hypothetical protein
PROD_02873	CDS	2316	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
PROD_02874	CDS	408	atoC		COG2204	Regulatory protein AtoC
PROD_02875	CDS	927				hypothetical protein
PROD_02876	CDS	372				hypothetical protein
PROD_02877	CDS	936	zraR_4		COG2204	Transcriptional regulatory protein ZraR
PROD_02878	CDS	414				hypothetical protein
PROD_02879	CDS	618				hypothetical protein
PROD_02880	CDS	483				hypothetical protein
PROD_02881	CDS	285				hypothetical protein
PROD_02882	tRNA	75				tRNA-Met(cat)
PROD_02883	CDS	1338				hypothetical protein
PROD_02884	CDS	117				hypothetical protein
PROD_02885	CDS	1503	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
PROD_02886	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
PROD_02887	CDS	591	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
PROD_02888	CDS	1554	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
PROD_02889	CDS	1062	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
PROD_02890	CDS	645				hypothetical protein
PROD_02891	CDS	666	sapB		COG1285	Protein SapB
PROD_02892	CDS	339				hypothetical protein
PROD_02893	CDS	504				hypothetical protein
PROD_02894	CDS	903	dnaG_3	2.7.7.-		DNA primase
PROD_02895	CDS	558				hypothetical protein
PROD_02896	CDS	1005				hypothetical protein
PROD_02897	CDS	1350				hypothetical protein
PROD_02898	CDS	318				hypothetical protein
PROD_02899	CDS	624				hypothetical protein
PROD_02900	CDS	1005				hypothetical protein
PROD_02901	CDS	630				hypothetical protein
PROD_02902	CDS	390				hypothetical protein
PROD_02903	CDS	2505				hypothetical protein
PROD_02904	CDS	333				hypothetical protein
PROD_02905	CDS	198				hypothetical protein
PROD_02906	CDS	2115	dpp7	3.4.14.-		Dipeptidyl-peptidase 7
PROD_02907	CDS	1491				hypothetical protein
PROD_02908	CDS	1233				hypothetical protein
PROD_02909	CDS	1917				hypothetical protein
PROD_02910	CDS	1011				hypothetical protein
PROD_02911	CDS	135				hypothetical protein
PROD_02912	CDS	339				hypothetical protein
PROD_02913	CDS	507				hypothetical protein
PROD_02914	CDS	873				hypothetical protein
PROD_02915	CDS	576				hypothetical protein
PROD_02916	CDS	987				hypothetical protein
PROD_02917	CDS	1350				hypothetical protein
PROD_02918	CDS	309				hypothetical protein
PROD_02919	CDS	624				hypothetical protein
PROD_02920	CDS	1005				hypothetical protein
PROD_02921	CDS	630				hypothetical protein
PROD_02922	CDS	381				hypothetical protein
PROD_02923	CDS	789				hypothetical protein
PROD_02924	CDS	1326	zraR_5		COG2204	Transcriptional regulatory protein ZraR
PROD_02925	CDS	2319	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
PROD_02926	CDS	879				hypothetical protein
PROD_02927	CDS	714				hypothetical protein
PROD_02928	CDS	753				hypothetical protein
PROD_02929	CDS	657				hypothetical protein
PROD_02930	CDS	555				hypothetical protein
PROD_02931	CDS	459				hypothetical protein
PROD_02932	CDS	99				hypothetical protein
PROD_02933	CDS	1458	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PROD_02934	CDS	1779	rpsA		COG0539	30S ribosomal protein S1
PROD_02935	CDS	186				hypothetical protein
PROD_02936	CDS	531				hypothetical protein
PROD_02937	CDS	459				hypothetical protein
PROD_02938	CDS	276				hypothetical protein
PROD_02939	CDS	915				hypothetical protein
PROD_02940	CDS	225				hypothetical protein
PROD_02941	CDS	987				hypothetical protein
PROD_02942	CDS	291				hypothetical protein
PROD_02943	CDS	333				hypothetical protein
PROD_02944	CDS	504				hypothetical protein
PROD_02945	CDS	918				hypothetical protein
PROD_02946	CDS	576				hypothetical protein
PROD_02947	CDS	987				hypothetical protein
PROD_02948	CDS	1374				hypothetical protein
PROD_02949	CDS	321				hypothetical protein
PROD_02950	CDS	216				hypothetical protein
PROD_02951	CDS	207				hypothetical protein
PROD_02952	CDS	597				hypothetical protein
PROD_02953	CDS	423				hypothetical protein
PROD_02954	CDS	1290				hypothetical protein
PROD_02955	CDS	258				hypothetical protein
PROD_02956	CDS	234				hypothetical protein
PROD_02957	CDS	783				hypothetical protein
PROD_02958	CDS	390				hypothetical protein
PROD_02959	CDS	630				hypothetical protein
PROD_02960	CDS	1005				hypothetical protein
PROD_02961	CDS	819				hypothetical protein
PROD_02962	CDS	816				hypothetical protein
PROD_02963	CDS	819				hypothetical protein
PROD_02964	CDS	408				hypothetical protein
PROD_02965	CDS	1050				hypothetical protein
PROD_02966	CDS	441				hypothetical protein
PROD_02967	CDS	357				hypothetical protein
PROD_02968	CDS	729				hypothetical protein
PROD_02969	CDS	624				hypothetical protein
PROD_02970	CDS	366				hypothetical protein
PROD_02971	CDS	432	rhsIA			Immunity protein RhsIA
PROD_02972	CDS	585				hypothetical protein
PROD_02973	CDS	609				hypothetical protein
PROD_02974	CDS	813				hypothetical protein
PROD_02975	CDS	1128				hypothetical protein
PROD_02976	CDS	330				hypothetical protein
PROD_02977	CDS	489				hypothetical protein
PROD_02978	CDS	348				hypothetical protein
PROD_02979	CDS	351				hypothetical protein
PROD_02980	CDS	438				hypothetical protein
PROD_02981	CDS	333				hypothetical protein
PROD_02982	CDS	762				hypothetical protein
PROD_02983	CDS	447				hypothetical protein
PROD_02984	CDS	429				hypothetical protein
PROD_02985	CDS	1251				hypothetical protein
PROD_02986	CDS	423				hypothetical protein
PROD_02987	CDS	618				hypothetical protein
PROD_02988	CDS	333				hypothetical protein
PROD_02989	CDS	636				hypothetical protein
PROD_02990	CDS	267				hypothetical protein
PROD_02991	CDS	351				hypothetical protein
PROD_02992	CDS	966				IS110 family transposase ISCaa14
PROD_02993	CDS	1008	xynD_3	3.2.1.55		Arabinoxylan arabinofuranohydrolase
PROD_02994	CDS	711				hypothetical protein
PROD_02995	tRNA	74				tRNA-Lys(ctt)
PROD_02996	CDS	639				hypothetical protein
PROD_02997	CDS	105				hypothetical protein
PROD_02998	CDS	426				hypothetical protein
PROD_02999	CDS	216				hypothetical protein
PROD_03000	CDS	495				hypothetical protein
